date,OT,1,2,3,4,5,6,7,8,9,10
2010-01-01 04:15:00,28.0,29.0,56.0,55.0,53.0,64.0,40.0,13.0,13.0,25.0,29.0
2010-01-01 04:20:00,28.0,26.0,86.0,79.0,42.0,69.0,56.0,27.0,26.0,32.0,32.0
2010-01-01 04:25:00,25.0,25.0,79.0,71.0,54.0,64.0,58.0,21.0,23.0,41.0,31.0
2010-01-01 04:30:00,19.0,20.0,74.0,72.0,51.0,79.0,54.0,11.0,11.0,30.0,29.0
2010-01-01 04:35:00,30.0,30.0,79.0,80.0,46.0,76.0,58.0,15.0,15.0,28.0,30.0
2010-01-01 04:40:00,23.0,21.0,55.0,58.0,65.0,50.0,33.0,13.0,13.0,30.0,56.0
2010-01-01 04:45:00,25.0,26.0,80.0,80.0,59.0,70.0,58.0,16.0,16.0,33.0,46.0
2010-01-01 04:50:00,29.0,27.0,79.0,77.0,58.0,67.0,49.0,31.0,33.0,35.0,50.0
2010-01-01 04:55:00,23.0,24.0,69.0,70.0,49.0,80.0,60.0,18.0,19.0,40.0,49.0
2010-01-01 05:00:00,30.0,31.0,71.0,65.0,46.0,70.0,62.0,18.0,24.0,40.0,44.0
2010-01-01 05:05:00,28.0,26.0,68.0,70.0,53.0,76.0,63.0,18.0,19.0,45.0,62.0
2010-01-01 05:10:00,25.0,30.0,78.0,75.0,55.0,66.0,57.0,22.0,20.0,46.0,62.0
2010-01-01 05:15:00,35.0,35.0,80.0,79.0,52.0,78.0,73.0,34.0,32.0,39.0,59.0
2010-01-01 05:20:00,46.0,49.0,76.0,77.0,58.0,76.0,68.0,33.0,34.0,49.0,72.0
2010-01-01 05:25:00,46.0,47.0,97.0,95.0,62.0,80.0,71.0,31.0,32.0,49.0,67.0
2010-01-01 05:30:00,42.0,41.0,87.0,79.0,68.0,108.0,82.0,44.0,42.0,63.0,81.0
2010-01-01 05:35:00,38.0,39.0,102.0,97.0,79.0,79.0,62.0,52.0,53.0,62.0,79.0
2010-01-01 05:40:00,31.0,29.0,110.0,108.0,82.0,115.0,89.0,45.0,42.0,88.0,100.0
2010-01-01 05:45:00,40.0,43.0,128.0,131.0,73.0,119.0,96.0,41.0,42.0,70.0,78.0
2010-01-01 05:50:00,35.0,36.0,110.0,104.0,75.0,93.0,81.0,39.0,42.0,82.0,108.0
2010-01-01 05:55:00,42.0,41.0,97.0,98.0,63.0,90.0,77.0,48.0,45.0,69.0,100.0
2010-01-01 06:00:00,49.0,48.0,105.0,102.0,62.0,98.0,79.0,62.0,70.0,69.0,91.0
2010-01-01 06:05:00,46.0,46.0,87.0,80.0,80.0,107.0,95.0,54.0,55.0,80.0,86.0
2010-01-01 06:10:00,55.0,57.0,122.0,117.0,67.0,103.0,80.0,49.0,50.0,92.0,105.0
2010-01-01 06:15:00,54.0,54.0,150.0,146.0,88.0,135.0,115.0,66.0,65.0,102.0,107.0
2010-01-01 06:20:00,69.0,67.0,143.0,142.0,82.0,153.0,128.0,60.0,68.0,115.0,138.0
2010-01-01 06:25:00,67.0,66.0,165.0,159.0,95.0,154.0,117.0,75.0,73.0,91.0,123.0
2010-01-01 06:30:00,61.0,56.0,148.0,148.0,88.0,157.0,130.0,70.0,75.0,146.0,134.0
2010-01-01 06:35:00,70.0,68.0,160.0,158.0,101.0,164.0,129.0,76.0,70.0,129.0,160.0
2010-01-01 06:40:00,52.0,53.0,160.0,166.0,94.0,145.0,122.0,81.0,80.0,138.0,200.0
2010-01-01 06:45:00,57.0,52.0,145.0,145.0,105.0,158.0,123.0,93.0,96.0,137.0,198.0
2010-01-01 06:50:00,64.0,60.0,145.0,152.0,102.0,164.0,119.0,97.0,107.0,150.0,174.0
2010-01-01 06:55:00,53.0,56.0,175.0,169.0,89.0,170.0,141.0,106.0,99.0,173.0,182.0
2010-01-01 07:00:00,62.0,59.0,167.0,165.0,101.0,156.0,128.0,86.0,89.0,142.0,142.0
2010-01-01 07:05:00,70.0,71.0,195.0,192.0,101.0,170.0,143.0,85.0,82.0,174.0,164.0
2010-01-01 07:10:00,64.0,65.0,160.0,166.0,115.0,161.0,138.0,95.0,96.0,159.0,161.0
2010-01-01 07:15:00,70.0,68.0,202.0,194.0,108.0,201.0,167.0,96.0,95.0,162.0,197.0
2010-01-01 07:20:00,73.0,68.0,178.0,184.0,126.0,193.0,180.0,103.0,110.0,219.0,201.0
2010-01-01 07:25:00,68.0,72.0,198.0,198.0,134.0,147.0,85.0,104.0,108.0,226.0,217.0
2010-01-01 07:30:00,76.0,76.0,219.0,212.0,134.0,233.0,185.0,112.0,111.0,206.0,231.0
2010-01-01 07:35:00,73.0,71.0,217.0,212.0,146.0,235.0,206.0,134.0,131.0,241.0,254.0
2010-01-01 07:40:00,95.0,95.0,220.0,210.0,144.0,199.0,162.0,141.0,140.0,230.0,253.0
2010-01-01 07:45:00,85.0,88.0,230.0,225.0,154.0,246.0,205.0,125.0,133.0,256.0,239.0
2010-01-01 07:50:00,99.0,93.0,208.0,204.0,146.0,199.0,153.0,135.0,138.0,255.0,236.0
2010-01-01 07:55:00,91.0,90.0,226.0,224.0,141.0,228.0,196.0,120.0,116.0,243.0,250.0
2010-01-01 08:00:00,86.0,89.0,234.0,225.0,156.0,235.0,197.0,143.0,148.0,257.0,219.0
2010-01-01 08:05:00,98.0,94.0,239.0,240.0,132.0,253.0,204.0,124.0,126.0,241.0,228.0
2010-01-01 08:10:00,109.0,106.0,250.0,245.0,148.0,250.0,207.0,118.0,114.0,249.0,230.0
2010-01-01 08:15:00,102.0,102.0,246.0,244.0,150.0,232.0,205.0,133.0,141.0,297.0,248.0
2010-01-01 08:20:00,99.0,100.0,287.0,289.0,158.0,279.0,229.0,148.0,144.0,297.0,236.0
2010-01-01 08:25:00,111.0,109.0,290.0,282.0,168.0,318.0,251.0,143.0,148.0,329.0,249.0
2010-01-01 08:30:00,116.0,118.0,296.0,303.0,150.0,265.0,238.0,157.0,156.0,284.0,290.0
2010-01-01 08:35:00,105.0,105.0,312.0,309.0,178.0,301.0,269.0,147.0,148.0,273.0,314.0
2010-01-01 08:40:00,116.0,109.0,311.0,310.0,165.0,308.0,262.0,173.0,181.0,368.0,331.0
2010-01-01 08:45:00,102.0,103.0,330.0,328.0,149.0,308.0,248.0,181.0,183.0,369.0,317.0
2010-01-01 08:50:00,130.0,127.0,328.0,314.0,177.0,314.0,249.0,156.0,170.0,314.0,308.0
2010-01-01 08:55:00,109.0,109.0,350.0,336.0,196.0,323.0,275.0,148.0,156.0,335.0,311.0
2010-01-01 09:00:00,113.0,111.0,314.0,322.0,189.0,324.0,266.0,148.0,148.0,345.0,284.0
2010-01-01 09:05:00,103.0,102.0,335.0,326.0,181.0,326.0,284.0,187.0,198.0,343.0,296.0
2010-01-01 09:10:00,142.0,135.0,353.0,348.0,174.0,323.0,266.0,165.0,164.0,405.0,322.0
2010-01-01 09:15:00,118.0,118.0,313.0,312.0,185.0,308.0,260.0,177.0,180.0,338.0,314.0
2010-01-01 09:20:00,116.0,114.0,344.0,329.0,161.0,332.0,301.0,183.0,193.0,336.0,326.0
2010-01-01 09:25:00,134.0,132.0,385.0,380.0,180.0,376.0,319.0,165.0,168.0,398.0,317.0
2010-01-01 09:30:00,123.0,121.0,366.0,358.0,188.0,397.0,318.0,189.0,210.0,366.0,343.0
2010-01-01 09:35:00,138.0,128.0,404.0,408.0,171.0,373.0,316.0,168.0,165.0,375.0,306.0
2010-01-01 09:40:00,137.0,141.0,344.0,335.0,195.0,368.0,302.0,186.0,205.0,414.0,321.0
2010-01-01 09:45:00,164.0,152.0,342.0,344.0,198.0,332.0,290.0,178.0,182.0,406.0,341.0
2010-01-01 09:50:00,149.0,151.0,355.0,354.0,199.0,366.0,293.0,194.0,188.0,380.0,344.0
2010-01-01 09:55:00,158.0,145.0,397.0,394.0,195.0,395.0,358.0,182.0,187.0,349.0,343.0
2010-01-01 10:00:00,148.0,146.0,375.0,364.0,187.0,411.0,330.0,155.0,158.0,359.0,315.0
2010-01-01 10:05:00,127.0,121.0,395.0,387.0,195.0,355.0,300.0,187.0,201.0,367.0,323.0
2010-01-01 10:10:00,153.0,152.0,375.0,362.0,214.0,350.0,293.0,166.0,162.0,336.0,331.0
2010-01-01 10:15:00,157.0,144.0,420.0,403.0,199.0,406.0,365.0,198.0,203.0,372.0,355.0
2010-01-01 10:20:00,181.0,176.0,389.0,390.0,204.0,390.0,327.0,183.0,187.0,313.0,371.0
2010-01-01 10:25:00,150.0,149.0,411.0,401.0,184.0,390.0,270.0,198.0,195.0,338.0,326.0
2010-01-01 10:30:00,155.0,150.0,373.0,376.0,207.0,390.0,327.0,180.0,190.0,340.0,363.0
2010-01-01 10:35:00,156.0,154.0,403.0,379.0,183.0,373.0,327.0,182.0,191.0,344.0,351.0
2010-01-01 10:40:00,162.0,160.0,396.0,377.0,198.0,416.0,348.0,193.0,212.0,357.0,390.0
2010-01-01 10:45:00,144.0,138.0,412.0,415.0,188.0,414.0,349.0,198.0,201.0,374.0,365.0
2010-01-01 10:50:00,155.0,157.0,402.0,398.0,207.0,421.0,345.0,183.0,178.0,361.0,341.0
2010-01-01 10:55:00,152.0,140.0,416.0,411.0,201.0,431.0,362.0,198.0,205.0,356.0,356.0
2010-01-01 11:00:00,168.0,161.0,394.0,389.0,196.0,413.0,334.0,189.0,199.0,362.0,348.0
2010-01-01 11:05:00,156.0,156.0,378.0,370.0,198.0,374.0,317.0,179.0,186.0,334.0,342.0
2010-01-01 11:10:00,168.0,157.0,402.0,401.0,185.0,400.0,335.0,184.0,193.0,308.0,404.0
2010-01-01 11:15:00,150.0,148.0,384.0,385.0,206.0,420.0,338.0,174.0,180.0,294.0,416.0
2010-01-01 11:20:00,159.0,161.0,374.0,386.0,192.0,370.0,314.0,216.0,214.0,369.0,339.0
2010-01-01 11:25:00,147.0,135.0,416.0,398.0,202.0,409.0,350.0,192.0,212.0,348.0,350.0
2010-01-01 11:30:00,150.0,152.0,409.0,410.0,187.0,443.0,343.0,175.0,182.0,388.0,340.0
2010-01-01 11:35:00,161.0,153.0,405.0,397.0,190.0,424.0,361.0,207.0,216.0,320.0,376.0
2010-01-01 11:40:00,145.0,137.0,423.0,407.0,177.0,413.0,356.0,200.0,203.0,360.0,369.0
2010-01-01 11:45:00,144.0,144.0,419.0,420.0,200.0,456.0,387.0,191.0,205.0,352.0,358.0
2010-01-01 11:50:00,166.0,161.0,414.0,433.0,187.0,478.0,391.0,187.0,192.0,318.0,377.0
2010-01-01 11:55:00,146.0,141.0,443.0,430.0,226.0,425.0,353.0,196.0,205.0,350.0,342.0
2010-01-01 12:00:00,148.0,146.0,389.0,383.0,184.0,367.0,299.0,196.0,198.0,329.0,357.0
2010-01-01 12:05:00,132.0,130.0,398.0,384.0,191.0,400.0,341.0,193.0,199.0,367.0,356.0
2010-01-01 12:10:00,153.0,156.0,465.0,440.0,172.0,460.0,388.0,208.0,210.0,346.0,417.0
2010-01-01 12:15:00,170.0,159.0,392.0,380.0,215.0,412.0,350.0,199.0,209.0,355.0,365.0
2010-01-01 12:20:00,150.0,146.0,415.0,408.0,183.0,421.0,344.0,189.0,193.0,375.0,343.0
2010-01-01 12:25:00,180.0,176.0,475.0,467.0,223.0,474.0,402.0,197.0,202.0,327.0,354.0
2010-01-01 12:30:00,145.0,136.0,428.0,420.0,195.0,431.0,358.0,205.0,229.0,342.0,372.0
2010-01-01 12:35:00,166.0,167.0,429.0,420.0,217.0,450.0,366.0,188.0,201.0,345.0,391.0
2010-01-01 12:40:00,166.0,167.0,475.0,474.0,192.0,461.0,398.0,198.0,202.0,351.0,408.0
2010-01-01 12:45:00,160.0,154.0,391.0,389.0,197.0,403.0,321.0,215.0,220.0,367.0,387.0
2010-01-01 12:50:00,163.0,152.0,454.0,444.0,211.0,468.0,413.0,193.0,204.0,335.0,329.0
2010-01-01 12:55:00,145.0,146.0,417.0,400.0,220.0,418.0,360.0,182.0,196.0,367.0,357.0
2010-01-01 13:00:00,154.0,157.0,420.0,409.0,189.0,418.0,330.0,194.0,190.0,330.0,403.0
2010-01-01 13:05:00,163.0,156.0,436.0,429.0,208.0,464.0,380.0,191.0,197.0,349.0,370.0
2010-01-01 13:10:00,163.0,159.0,400.0,401.0,202.0,437.0,353.0,196.0,214.0,364.0,372.0
2010-01-01 13:15:00,138.0,131.0,432.0,416.0,202.0,432.0,359.0,209.0,206.0,324.0,389.0
2010-01-01 13:20:00,153.0,149.0,404.0,399.0,216.0,419.0,347.0,191.0,199.0,332.0,425.0
2010-01-01 13:25:00,156.0,146.0,399.0,397.0,183.0,425.0,362.0,205.0,212.0,354.0,351.0
2010-01-01 13:30:00,163.0,154.0,418.0,408.0,175.0,432.0,346.0,209.0,225.0,363.0,358.0
2010-01-01 13:35:00,161.0,159.0,421.0,412.0,199.0,441.0,363.0,185.0,187.0,361.0,353.0
2010-01-01 13:40:00,167.0,166.0,405.0,388.0,203.0,403.0,333.0,179.0,188.0,337.0,378.0
2010-01-01 13:45:00,146.0,140.0,429.0,410.0,200.0,462.0,391.0,183.0,184.0,338.0,391.0
2010-01-01 13:50:00,164.0,163.0,440.0,430.0,206.0,455.0,379.0,182.0,184.0,334.0,372.0
2010-01-01 13:55:00,152.0,143.0,409.0,405.0,207.0,383.0,327.0,198.0,216.0,339.0,340.0
2010-01-01 14:00:00,178.0,166.0,380.0,381.0,145.0,419.0,348.0,180.0,195.0,313.0,346.0
2010-01-01 14:05:00,146.0,141.0,380.0,386.0,206.0,422.0,357.0,166.0,166.0,345.0,362.0
2010-01-01 14:10:00,161.0,163.0,419.0,416.0,216.0,457.0,360.0,173.0,181.0,351.0,353.0
2010-01-01 14:15:00,169.0,162.0,466.0,450.0,178.0,467.0,393.0,190.0,200.0,339.0,341.0
2010-01-01 14:20:00,172.0,161.0,438.0,436.0,209.0,434.0,358.0,175.0,184.0,355.0,365.0
2010-01-01 14:25:00,160.0,157.0,423.0,398.0,204.0,423.0,358.0,178.0,188.0,329.0,323.0
2010-01-01 14:30:00,164.0,153.0,444.0,445.0,187.0,442.0,364.0,161.0,168.0,329.0,374.0
2010-01-01 14:35:00,146.0,142.0,374.0,379.0,216.0,445.0,369.0,175.0,186.0,325.0,375.0
2010-01-01 14:40:00,163.0,160.0,451.0,426.0,202.0,464.0,398.0,170.0,178.0,322.0,360.0
2010-01-01 14:45:00,162.0,162.0,441.0,416.0,209.0,458.0,365.0,222.0,222.0,321.0,330.0
2010-01-01 14:50:00,159.0,160.0,398.0,400.0,229.0,430.0,348.0,196.0,212.0,333.0,342.0
2010-01-01 14:55:00,172.0,166.0,401.0,399.0,192.0,429.0,367.0,171.0,184.0,339.0,320.0
2010-01-01 15:00:00,139.0,132.0,380.0,375.0,180.0,396.0,312.0,168.0,184.0,309.0,337.0
2010-01-01 15:05:00,156.0,143.0,414.0,406.0,218.0,457.0,378.0,178.0,177.0,325.0,363.0
2010-01-01 15:10:00,169.0,164.0,428.0,410.0,190.0,485.0,390.0,180.0,187.0,318.0,328.0
2010-01-01 15:15:00,143.0,143.0,464.0,449.0,213.0,458.0,388.0,183.0,183.0,348.0,305.0
2010-01-01 15:20:00,160.0,159.0,446.0,444.0,209.0,499.0,403.0,147.0,165.0,299.0,345.0
2010-01-01 15:25:00,141.0,147.0,457.0,440.0,196.0,435.0,374.0,149.0,159.0,336.0,313.0
2010-01-01 15:30:00,172.0,162.0,399.0,401.0,202.0,480.0,376.0,162.0,172.0,334.0,385.0
2010-01-01 15:35:00,155.0,148.0,445.0,433.0,203.0,495.0,408.0,163.0,176.0,315.0,319.0
2010-01-01 15:40:00,158.0,158.0,495.0,500.0,203.0,467.0,389.0,190.0,194.0,284.0,335.0
2010-01-01 15:45:00,156.0,149.0,400.0,387.0,230.0,406.0,331.0,174.0,196.0,310.0,350.0
2010-01-01 15:50:00,160.0,147.0,390.0,384.0,189.0,433.0,361.0,186.0,198.0,352.0,304.0
2010-01-01 15:55:00,139.0,137.0,431.0,424.0,191.0,474.0,397.0,184.0,184.0,364.0,333.0
2010-01-01 16:00:00,170.0,158.0,410.0,383.0,202.0,438.0,350.0,162.0,168.0,340.0,313.0
2010-01-01 16:05:00,151.0,139.0,406.0,407.0,205.0,465.0,355.0,170.0,182.0,318.0,341.0
2010-01-01 16:10:00,149.0,148.0,419.0,425.0,203.0,439.0,371.0,166.0,175.0,264.0,321.0
2010-01-01 16:15:00,178.0,164.0,430.0,428.0,197.0,439.0,366.0,178.0,172.0,315.0,321.0
2010-01-01 16:20:00,166.0,172.0,420.0,408.0,219.0,429.0,343.0,154.0,165.0,284.0,325.0
2010-01-01 16:25:00,191.0,188.0,393.0,395.0,206.0,440.0,366.0,167.0,175.0,262.0,309.0
2010-01-01 16:30:00,187.0,176.0,471.0,463.0,197.0,469.0,385.0,164.0,160.0,331.0,330.0
2010-01-01 16:35:00,176.0,164.0,384.0,375.0,195.0,483.0,392.0,158.0,168.0,306.0,343.0
2010-01-01 16:40:00,179.0,180.0,433.0,440.0,195.0,447.0,379.0,160.0,173.0,268.0,333.0
2010-01-01 16:45:00,160.0,157.0,463.0,453.0,197.0,522.0,443.0,171.0,177.0,301.0,317.0
2010-01-01 16:50:00,144.0,138.0,437.0,444.0,201.0,504.0,411.0,135.0,144.0,260.0,318.0
2010-01-01 16:55:00,173.0,167.0,408.0,399.0,197.0,433.0,359.0,165.0,172.0,262.0,326.0
2010-01-01 17:00:00,156.0,150.0,379.0,385.0,165.0,382.0,309.0,148.0,157.0,268.0,274.0
2010-01-01 17:05:00,178.0,170.0,377.0,369.0,194.0,443.0,373.0,156.0,165.0,237.0,310.0
2010-01-01 17:10:00,166.0,162.0,443.0,427.0,184.0,469.0,388.0,161.0,161.0,284.0,290.0
2010-01-01 17:15:00,163.0,162.0,414.0,412.0,192.0,424.0,358.0,174.0,175.0,269.0,293.0
2010-01-01 17:20:00,170.0,161.0,383.0,376.0,181.0,431.0,357.0,156.0,163.0,229.0,298.0
2010-01-01 17:25:00,160.0,161.0,423.0,411.0,186.0,444.0,367.0,165.0,159.0,236.0,298.0
2010-01-01 17:30:00,132.0,134.0,393.0,387.0,193.0,384.0,333.0,166.0,175.0,268.0,283.0
2010-01-01 17:35:00,164.0,159.0,388.0,371.0,188.0,401.0,331.0,147.0,147.0,191.0,279.0
2010-01-01 17:40:00,143.0,139.0,400.0,400.0,173.0,420.0,366.0,144.0,147.0,190.0,296.0
2010-01-01 17:45:00,161.0,160.0,409.0,402.0,187.0,463.0,390.0,133.0,143.0,260.0,271.0
2010-01-01 17:50:00,172.0,164.0,391.0,400.0,174.0,449.0,387.0,158.0,167.0,258.0,306.0
2010-01-01 17:55:00,149.0,150.0,404.0,392.0,162.0,407.0,334.0,129.0,135.0,212.0,262.0
2010-01-01 18:00:00,136.0,130.0,361.0,360.0,178.0,336.0,335.0,153.0,158.0,244.0,296.0
2010-01-01 18:05:00,165.0,154.0,420.0,420.0,182.0,454.0,369.0,151.0,154.0,215.0,249.0
2010-01-01 18:10:00,173.0,170.0,397.0,384.0,195.0,434.0,365.0,138.0,144.0,275.0,285.0
2010-01-01 18:15:00,163.0,163.0,403.0,391.0,173.0,456.0,370.0,144.0,149.0,229.0,266.0
2010-01-01 18:20:00,180.0,176.0,418.0,401.0,189.0,465.0,377.0,143.0,143.0,240.0,271.0
2010-01-01 18:25:00,140.0,141.0,412.0,400.0,174.0,437.0,386.0,135.0,147.0,224.0,285.0
2010-01-01 18:30:00,167.0,167.0,418.0,405.0,188.0,456.0,369.0,131.0,138.0,247.0,269.0
2010-01-01 18:35:00,139.0,127.0,421.0,408.0,175.0,439.0,367.0,141.0,141.0,220.0,239.0
2010-01-01 18:40:00,127.0,128.0,366.0,354.0,174.0,406.0,356.0,132.0,133.0,208.0,266.0
2010-01-01 18:45:00,151.0,149.0,396.0,403.0,176.0,423.0,363.0,122.0,113.0,207.0,238.0
2010-01-01 18:50:00,128.0,128.0,373.0,364.0,154.0,409.0,341.0,130.0,143.0,188.0,218.0
2010-01-01 18:55:00,112.0,108.0,360.0,362.0,157.0,412.0,356.0,116.0,119.0,196.0,243.0
2010-01-01 19:00:00,144.0,141.0,396.0,389.0,162.0,420.0,346.0,146.0,149.0,191.0,247.0
2010-01-01 19:05:00,134.0,141.0,354.0,354.0,175.0,388.0,327.0,127.0,136.0,183.0,232.0
2010-01-01 19:10:00,149.0,136.0,370.0,358.0,166.0,417.0,339.0,116.0,117.0,192.0,265.0
2010-01-01 19:15:00,140.0,132.0,342.0,355.0,172.0,454.0,399.0,128.0,132.0,185.0,212.0
2010-01-01 19:20:00,146.0,140.0,373.0,368.0,157.0,374.0,312.0,109.0,120.0,187.0,227.0
2010-01-01 19:25:00,147.0,147.0,353.0,356.0,154.0,414.0,345.0,126.0,124.0,187.0,250.0
2010-01-01 19:30:00,133.0,131.0,338.0,350.0,166.0,354.0,291.0,114.0,114.0,204.0,246.0
2010-01-01 19:35:00,133.0,125.0,352.0,353.0,167.0,399.0,339.0,129.0,129.0,164.0,235.0
2010-01-01 19:40:00,138.0,136.0,361.0,356.0,158.0,372.0,298.0,126.0,127.0,187.0,248.0
2010-01-01 19:45:00,123.0,115.0,322.0,306.0,164.0,354.0,300.0,120.0,120.0,188.0,215.0
2010-01-01 19:50:00,113.0,110.0,336.0,335.0,145.0,372.0,303.0,116.0,117.0,157.0,221.0
2010-01-01 19:55:00,115.0,117.0,274.0,273.0,144.0,348.0,294.0,120.0,133.0,189.0,202.0
2010-01-01 20:00:00,131.0,121.0,338.0,328.0,130.0,396.0,309.0,105.0,104.0,153.0,207.0
2010-01-01 20:05:00,125.0,132.0,343.0,344.0,154.0,397.0,307.0,103.0,105.0,149.0,221.0
2010-01-01 20:10:00,115.0,119.0,341.0,332.0,178.0,400.0,312.0,119.0,119.0,143.0,200.0
2010-01-01 20:15:00,127.0,127.0,343.0,335.0,172.0,401.0,329.0,108.0,113.0,154.0,200.0
